Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
TCO,"Taubman Centers, Inc.",41.47,$2.54B,1992,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/tco
TCO^J,"Taubman Centers, Inc.",25.26,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tco^j
TCO^K,"Taubman Centers, Inc.",25.63,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tco^k
TMHC,Taylor Morrison Home Corporation,21.6,$2.27B,2013,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/tmhc
TRP,TC Energy Corporation,50.34,$46.76B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/trp
TCP,"TC PipeLines, LP",39.92,$2.92B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/tcp
TCF,TCF Financial Corporation,20.75,$3.41B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tcf
TCF^D,TCF Financial Corporation,25.42,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tcf^d
TSI,"TCW Strategic Income Fund, Inc.",5.63,$268.48M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tsi
TEL,TE Connectivity Ltd.,90.05,$30.37B,n/a,Technology,Electronic Components,https://www.nasdaq.com/symbol/tel
TISI,"Team, Inc.",15.27,$461.88M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/tisi
FTI,TechnipFMC plc,25.12,$11.22B,n/a,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/fti
TECK,Teck Resources Ltd,22.03,$12.22B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/teck
TK,Teekay Corporation,4.54,$457.11M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/tk
TGP,Teekay LNG Partners L.P.,15.66,$1.23B,2005,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/tgp
TGP^A,Teekay LNG Partners L.P.,25.52,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tgp^a
TGP^B,Teekay LNG Partners L.P.,24.49,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tgp^b
TOO,Teekay Offshore Partners L.P.,1.3,$533.52M,2006,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/too
TOO^A,Teekay Offshore Partners L.P.,16.35,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/too^a
TOO^B,Teekay Offshore Partners L.P.,17.1898,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/too^b
TOO^E,Teekay Offshore Partners L.P.,17.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/too^e
TNK,Teekay Tankers Ltd.,1.32,$355.08M,2007,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/tnk
GCI,TEGNA Inc.,8.01,$917.31M,2015,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/gci
TGNA,TEGNA Inc.,15.81,$3.42B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/tgna
TRC,Tejon Ranch Co,17.99,$466.84M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/trc
HQH,Tekla Healthcare Investors,19.76,$844.58M,1987,n/a,n/a,https://www.nasdaq.com/symbol/hqh
THQ,Tekla Healthcare Opportunies Fund,17.99,$745.91M,2014,n/a,n/a,https://www.nasdaq.com/symbol/thq
HQL,Tekla Life Sciences Investors,16.49,$378.65M,1992,n/a,n/a,https://www.nasdaq.com/symbol/hql
THW,Tekla World Healthcare Fund,13.45,$405.6M,2015,n/a,n/a,https://www.nasdaq.com/symbol/thw
TDOC,"Teladoc Health, Inc.",69.2,$4.95B,2015,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/tdoc
TLRA,"Telaria, Inc.",7.94,$362.24M,2013,Technology,Advertising,https://www.nasdaq.com/symbol/tlra
TEO,Telecom Argentina Stet - France Telecom S.A.,17.8,$7.67B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/teo
TDY,Teledyne Technologies Incorporated,280.5,$10.16B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tdy
TFX,Teleflex Incorporated,331.52,$15.3B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/tfx
VIV,Telefonica Brasil S.A.,14.28,$24.11B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/viv
TEF,Telefonica SA,8.3,$43.09B,1988,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tef
TDA,"Telephone and Data Systems, Inc.",24.82,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tda
TDE,"Telephone and Data Systems, Inc.",25.65,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tde
TDI,"Telephone and Data Systems, Inc.",25.7932,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tdi
TDJ,"Telephone and Data Systems, Inc.",25.63,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tdj
TDS,"Telephone and Data Systems, Inc.",32.15,$3.67B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tds
TU,TELUS Corporation,36.93,$22.21B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tu
TDF,"Templeton Dragon Fund, Inc.",19.5,$660.16M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tdf
EMF,Templeton Emerging Markets Fund,15.514,$260.21M,1987,n/a,n/a,https://www.nasdaq.com/symbol/emf
TEI,"Templeton Emerging Markets Income Fund, Inc.",10.17,$488.14M,1993,n/a,n/a,https://www.nasdaq.com/symbol/tei
GIM,"Templeton Global Income Fund, Inc.",6.42,$861.21M,1988,n/a,n/a,https://www.nasdaq.com/symbol/gim
TPX,"Tempur Sealy International, Inc.",76.98,$4.21B,2003,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/tpx
TS,Tenaris S.A.,26.39,$15.58B,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/ts
TME,Tencent Music Entertainment Group,15.97,$26.08B,2018,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/tme
THC,Tenet Healthcare Corporation,19.07,$1.97B,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/thc
TNC,Tennant Company,65.91,$1.2B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tnc
TEN,Tenneco Inc.,9.62,$778.43M,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/ten
TVC,Tennessee Valley Authority,25.61,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/tvc
TVE,Tennessee Valley Authority,25.35,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/tve
TDC,Teradata Corporation,36,$4.22B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/tdc
TEX,Terex Corporation,30.7,$2.19B,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/tex
TX,Ternium S.A.,22.92,$4.5B,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/tx
TRNO,Terreno Realty Corporation,49.62,$3.13B,2010,Finance,Real Estate,https://www.nasdaq.com/symbol/trno
TTI,"Tetra Technologies, Inc.",1.71,$214.79M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tti
TEVA,Teva Pharmaceutical Industries Limited,8.2,$8.96B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/teva
TPL,Texas Pacific Land Trust,774.83,$6.01B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tpl
TGH,Textainer Group Holdings Limited,9.8,$562.54M,2007,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/tgh
TXT,Textron Inc.,54.03,$12.58B,n/a,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/txt
AES,The AES Corporation,17.29,$11.48B,n/a,Basic Industries,Electric Utilities: Central,https://www.nasdaq.com/symbol/aes
BX,The Blackstone Group Inc.,45.83,$54.83B,2007,Finance,Investment Managers,https://www.nasdaq.com/symbol/bx
CEE,"The Central and Eastern Europe Fund, Inc.",27.5069,$188.22M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cee
SCHW,The Charles Schwab Corporation,41.63,$55.58B,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/schw
SCHW^C,The Charles Schwab Corporation,26.55,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/schw^c
SCHW^D,The Charles Schwab Corporation,26.83,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/schw^d
COO,"The Cooper Companies, Inc. ",328.19,$16.24B,n/a,Health Care,Ophthalmic Goods,https://www.nasdaq.com/symbol/coo
GDV,The Gabelli Dividend & Income Trust,22.02,$1.82B,2003,n/a,n/a,https://www.nasdaq.com/symbol/gdv
GDV^A,The Gabelli Dividend & Income Trust,26.17,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gdv^a
GDV^D,The Gabelli Dividend & Income Trust,26.4247,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gdv^d
GDV^G,The Gabelli Dividend & Income Trust,25.33,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gdv^g
GDV^H,The Gabelli Dividend & Income Trust,25.52,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gdv^h
GRX,The Gabelli Healthcare & Wellness Trust,10.69,$198.47M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/grx
GRX^A,The Gabelli Healthcare & Wellness Trust,25.8475,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/grx^a
GRX^B,The Gabelli Healthcare & Wellness Trust,26.0747,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/grx^b
GDL,The GDL Fund,9.41,$154.13M,2007,n/a,n/a,https://www.nasdaq.com/symbol/gdl
GDL^C,The GDL Fund,50.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gdl^c
THG,"The Hanover Insurance Group, Inc.",130.03,$5.13B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/thg
THGA,"The Hanover Insurance Group, Inc.",25.95,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/thga
MSG,The Madison Square Garden Company,288.8,$6.86B,2015,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/msg
RUBI,"The Rubicon Project, Inc.",7.08,$366.58M,2014,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/rubi
TRV,"The Travelers Companies, Inc.",154.59,$40.39B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/trv
VAM,The Vivaldi Opportunities Fund,13.92,$79.29M,2018,n/a,n/a,https://www.nasdaq.com/symbol/vam
TMO,Thermo Fisher Scientific Inc,286.21,$114.48B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tmo
THR,"Thermon Group Holdings, Inc.",25.47,$831.25M,2011,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/thr
TPRE,Third Point Reinsurance Ltd.,10.54,$994.43M,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/tpre
TSLF,THL Credit Senior Loan Fund,15.16,$112.47M,2013,n/a,n/a,https://www.nasdaq.com/symbol/tslf
TCRW,"THL Credit, Inc.",25.9881,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/tcrw
TCRZ,"THL Credit, Inc.",25.4618,n/a,2015,n/a,n/a,https://www.nasdaq.com/symbol/tcrz
TRI,Thomson Reuters Corp,67.59,$33.86B,n/a,Consumer Services,Publishing,https://www.nasdaq.com/symbol/tri
THO,"Thor Industries, Inc.",59.67,$3.29B,n/a,Consumer Non-Durables,Homebuilding,https://www.nasdaq.com/symbol/tho
TDW,Tidewater Inc.,22.7,$851.57M,2017,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/tdw
TDW.WS.A,Tidewater Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tdw.ws.a
TDW.WS.B,Tidewater Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tdw.ws.b
TIF,Tiffany & Co.,94.03,$11.42B,1987,Consumer Services,Consumer Specialties,https://www.nasdaq.com/symbol/tif
TLYS,"Tilly&#39;s, Inc.",8.25,$243.56M,2012,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/tlys
TSU,TIM Participacoes S.A.,16.36,$7.92B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tsu
TKR,Timken Company (The),48.74,$3.71B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/tkr
TMST,TimkenSteel Corporation,7.51,$336.19M,2014,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/tmst
TWI,"Titan International, Inc.",4.31,$258.6M,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/twi
TJX,"TJX Companies, Inc. (The)",56.22,$68.18B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/tjx
TOL,"Toll Brothers, Inc.",37.18,$5.35B,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/tol
TR,"Tootsie Roll Industries, Inc.",37.26,$1.48B,n/a,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/tr
BLD,TopBuild Corp.,82.83,$2.85B,2015,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/bld
TMK,Torchmark Corporation,91.91,$10.1B,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/tmk
TMK^C,Torchmark Corporation,26.69,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tmk^c
TTC,Toro Company (The),68.65,$7.31B,n/a,Capital Goods,Tools/Hardware,https://www.nasdaq.com/symbol/ttc
TD,Toronto Dominion Bank (The),58.66,$107.31B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/td
SHLL,Tortoise Acquisition Corp.,9.8,$285.44M,2019,Finance,Business Services,https://www.nasdaq.com/symbol/shll
SHLL.U,Tortoise Acquisition Corp.,n/a,n/a,2019,n/a,n/a,https://www.nasdaq.com/symbol/shll.u
SHLL.WS,Tortoise Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/shll.ws
NDP,"Tortoise Energy Independence Fund, Inc.",6.91,$102.06M,2012,n/a,n/a,https://www.nasdaq.com/symbol/ndp
TYG,Tortoise Energy Infrastructure Corporation,23.21,$1.24B,2004,n/a,n/a,https://www.nasdaq.com/symbol/tyg
TEAF,Tortoise Essential Assets Income Term Fund,18.1,$244.17M,2019,n/a,n/a,https://www.nasdaq.com/symbol/teaf
NTG,"Tortoise Midstream Energy Fund, Inc.",13.79,$871.64M,2010,n/a,n/a,https://www.nasdaq.com/symbol/ntg
TTP,"Tortoise Pipeline & Energy Fund, Inc.",14.75,$147.74M,2011,n/a,n/a,https://www.nasdaq.com/symbol/ttp
TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc",19,$938.21M,2009,n/a,n/a,https://www.nasdaq.com/symbol/tpz
TOT,Total S.A.,55.59,$144.7B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tot
TSS,"Total System Services, Inc.",133.01,$23.54B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/tss
TOWR,"Tower International, Inc.",30.89,$639.13M,2010,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/towr
TSQ,"Townsquare Media, Inc.",5.73,$108.65M,2014,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/tsq
TM,Toyota Motor Corp Ltd Ord,128.61,$184.65B,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/tm
TPGH,TPG Pace Holdings Corp.,10.34,$581.63M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/tpgh
TPGH.U,TPG Pace Holdings Corp.,n/a,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/tpgh.u
TPGH.WS,TPG Pace Holdings Corp.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tpgh.ws
TRTX,"TPG RE Finance Trust, Inc.",19.74,$1.46B,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/trtx
TSLX,"TPG Specialty Lending, Inc.",19.51,$1.29B,2014,n/a,n/a,https://www.nasdaq.com/symbol/tslx
TAC,TransAlta Corporation,6.11,$1.74B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/tac
TCI,"Transcontinental Realty Investors, Inc.",26.11,$227.62M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/tci
TDG,Transdigm Group Incorporated,497.83,$26.47B,2006,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/tdg
RIG,Transocean Ltd.,6.06,$3.71B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rig
TGS,Transportadora De Gas Sa Ord B,15.59,$2.43B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/tgs
TRU,TransUnion,75.3,$14.1B,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/tru
TREC,Trecora Resources,9.58,$236.5M,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/trec
TG,Tredegar Corporation,16.88,$562.97M,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/tg
THS,"Treehouse Foods, Inc.",54.76,$3.07B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/ths
TREX,"Trex Company, Inc.",72.33,$4.23B,n/a,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/trex
TY,Tri Continental Corporation,27.51,$1.48B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ty
TY^,Tri Continental Corporation,52,n/a,n/a,Consumer Services,Miscellaneous,https://www.nasdaq.com/symbol/ty^
TPH,"TRI Pointe Group, Inc.",12.58,$1.79B,2013,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/tph
TRCO,Tribune Media Company,46.37,$4.09B,2014,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/trco
TRNE,Trine Acquisition Corp.,9.75,$365.81M,2019,Finance,Business Services,https://www.nasdaq.com/symbol/trne
TRNE.U,Trine Acquisition Corp.,n/a,n/a,2019,n/a,n/a,https://www.nasdaq.com/symbol/trne.u
TRNE.WS,Trine Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/trne.ws
TNET,"TriNet Group, Inc.",71.36,$4.99B,2014,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/tnet
TRN,"Trinity Industries, Inc.",20.23,$2.63B,n/a,Capital Goods,Railroads,https://www.nasdaq.com/symbol/trn
TSE,Trinseo S.A.,39.36,$1.61B,2014,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/tse
TPVG,TriplePoint Venture Growth BDC Corp.,14.76,$366.34M,2014,n/a,n/a,https://www.nasdaq.com/symbol/tpvg
TPVY,TriplePoint Venture Growth BDC Corp.,25.8001,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/tpvy
GTS,Triple-S Management Corporation,24.63,$569.13M,2007,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/gts
TRTN,Triton International Limited,33.54,$2.54B,2016,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/trtn
TRTN^A,Triton International Limited,26.47,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/trtn^a
TRTN^B,Triton International Limited,25.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/trtn^b
TGI,"Triumph Group, Inc.",22.96,$1.15B,1996,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/tgi
TROX,Tronox Holdings plc,11.6,$1.73B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/trox
TBI,"TrueBlue, Inc.",21.84,$876.94M,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/tbi
TNP,Tsakos Energy Navigation Ltd,3.42,$299.61M,2002,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/tnp
TNP^B.CL,Tsakos Energy Navigation Ltd,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tnp^b.cl
TNP^C,Tsakos Energy Navigation Ltd,25.98,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tnp^c
TNP^D,Tsakos Energy Navigation Ltd,20.73,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tnp^d
TNP^E,Tsakos Energy Navigation Ltd,22.19,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tnp^e
TNP^F,Tsakos Energy Navigation Ltd,22.72,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tnp^f
TUFN,Tufin Software Technologies Ltd.,30.51,$989.62M,2019,Technology,EDP Services,https://www.nasdaq.com/symbol/tufn
TUP,Tupperware Brands Corporation,17.93,$873.85M,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/tup
TKC,Turkcell Iletisim Hizmetleri AS,5.69,$4.99B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tkc
TPB,"Turning Point Brands, Inc.",52.74,$1.03B,2016,Consumer Non-Durables,Tobacco,https://www.nasdaq.com/symbol/tpb
TRQ,Turquoise Hill Resources Ltd.,0.6,$1.21B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/trq
TPC,Tutor Perini Corporation,13.86,$695.5M,n/a,Basic Industries,General Bldg Contractors - Nonresidential Bldgs,https://www.nasdaq.com/symbol/tpc
TWLO,Twilio Inc.,142.59,$18B,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/twlo
TRWH,"Twin River Worldwide Holdings, Inc.",28.5,$1.17B,2019,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/trwh
TWTR,"Twitter, Inc.",37.99,$29.2B,2013,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/twtr
TWO,Two Harbors Investments Corp,13.14,$3.59B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/two
TWO^A,Two Harbors Investments Corp,26.77,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/two^a
TWO^B,Two Harbors Investments Corp,25.92,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/two^b
TWO^C,Two Harbors Investments Corp,24.98,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/two^c
TWO^D,Two Harbors Investments Corp,25.2999,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/two^d
TWO^E,Two Harbors Investments Corp,25.12,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/two^e
TYL,"Tyler Technologies, Inc.",222.86,$8.54B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/tyl
TSN,"Tyson Foods, Inc.",79.13,$28.87B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/tsn
USB,U.S. Bancorp,53.04,$84.44B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/usb
USB^A,U.S. Bancorp,809,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/usb^a
USB^H,U.S. Bancorp,20.05,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/usb^h
USB^M,U.S. Bancorp,27.08,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/usb^m
USB^O,U.S. Bancorp,25.43,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/usb^o
USB^P,U.S. Bancorp,26.25,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/usb^p
USPH,"U.S. Physical Therapy, Inc.",125.36,$1.6B,1992,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/usph
SLCA,"U.S. Silica Holdings, Inc.",12.12,$891.47M,2012,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/slca
